promesa_id,gestion_id,factura_id,cliente_id,fecha_promesa,fecha_compromiso,se_cumplio
PRO001428,GES011828,FAC004476,CLI0171,2024-11-13,2024-12-30,0
PRO001429,GES011829,FAC004476,CLI0171,2024-11-27,2024-12-11,0
PRO001430,GES011830,FAC004476,CLI0171,2024-12-03,2024-12-13,0
PRO001431,GES011837,FAC004477,CLI0177,2024-10-17,2024-11-08,0
PRO001432,GES011839,FAC004477,CLI0177,2024-12-01,2024-12-08,0
PRO001433,GES011841,FAC004477,CLI0177,2024-12-31,2025-01-05,0
PRO001434,GES011851,FAC004484,CLI0088,2024-12-09,2025-02-07,1
PRO001435,GES011859,FAC004486,CLI0154,2024-10-19,2024-11-09,0
PRO001436,GES011899,FAC004498,CLI0009,2025-01-02,2025-01-13,0
PRO001437,GES011903,FAC004500,CLI0063,2024-12-18,2025-01-04,0
PRO001438,GES011904,FAC004501,CLI0105,2024-10-31,2024-11-03,0
PRO001439,GES011909,FAC004502,CLI0114,2024-12-03,2024-12-14,0
PRO001440,GES011921,FAC004508,CLI0048,2024-12-17,2024-12-20,0
PRO001441,GES011924,FAC004510,CLI0077,2024-09-21,2025-01-07,0
PRO001442,GES011931,FAC004511,CLI0119,2024-12-08,2024-12-13,0
PRO001443,GES011942,FAC004514,CLI0179,2025-03-12,2025-03-21,0
PRO001444,GES011957,FAC004521,CLI0199,2024-11-24,2025-01-21,0
PRO001445,GES011970,FAC004524,CLI0092,2024-09-30,2024-11-25,0
PRO001446,GES011977,FAC004524,CLI0092,2024-12-09,2024-12-24,0
PRO001447,GES011978,FAC004524,CLI0092,2024-12-27,2024-12-29,1
PRO001448,GES011981,FAC004526,CLI0120,2024-10-22,2024-11-21,1
PRO001449,GES011988,FAC004529,CLI0036,2024-11-12,2024-11-29,0
PRO001450,GES011990,FAC004529,CLI0036,2024-12-08,2025-01-05,1
PRO001451,GES012010,FAC004535,CLI0002,2025-02-10,2025-03-02,0
PRO001452,GES012011,FAC004535,CLI0002,2025-02-11,2025-03-05,0
PRO001453,GES012027,FAC004545,CLI0040,2024-12-22,2025-01-14,1
PRO001454,GES012039,FAC004549,CLI0108,2025-01-12,2025-01-15,0
PRO001455,GES012043,FAC004551,CLI0191,2024-11-21,2025-01-04,1
PRO001456,GES012045,FAC004551,CLI0191,2024-12-04,2024-12-27,1
PRO001457,GES012048,FAC004551,CLI0191,2024-12-23,2024-12-27,1
PRO001458,GES012052,FAC004552,CLI0012,2025-01-13,2025-02-20,0
PRO001459,GES012059,FAC004554,CLI0040,2024-11-11,2024-11-30,0
PRO001460,GES012064,FAC004559,CLI0082,2024-12-14,2025-01-26,1
PRO001461,GES012072,FAC004561,CLI0053,2024-11-30,2024-12-04,0
PRO001462,GES012073,FAC004563,CLI0061,2024-10-09,2024-12-10,0
PRO001463,GES012075,FAC004563,CLI0061,2024-12-20,2025-01-18,1
PRO001464,GES012085,FAC004567,CLI0127,2025-01-10,2025-01-13,0
PRO001465,GES012087,FAC004568,CLI0163,2024-10-18,2024-10-21,0
PRO001466,GES012094,FAC004572,CLI0154,2024-11-30,2024-12-31,1
PRO001467,GES012099,FAC004573,CLI0013,2024-12-13,2025-02-05,0
PRO001468,GES012113,FAC004576,CLI0010,2024-12-23,2025-01-13,1
PRO001469,GES012122,FAC004577,CLI0029,2025-02-01,2025-02-02,0
PRO001470,GES012124,FAC004578,CLI0064,2024-11-24,2024-11-28,0
PRO001471,GES012125,FAC004578,CLI0064,2024-12-12,2025-03-05,1
PRO001472,GES012128,FAC004578,CLI0064,2025-01-11,2025-03-09,1
PRO001473,GES012138,FAC004580,CLI0163,2024-10-31,2024-11-01,1
PRO001474,GES012140,FAC004584,CLI0108,2025-01-02,2025-02-05,1
PRO001475,GES012146,FAC004586,CLI0127,2025-01-01,2025-01-28,1
PRO001476,GES012154,FAC004591,CLI0071,2025-01-07,2025-02-09,0
PRO001477,GES012155,FAC004591,CLI0071,2025-02-08,2025-02-16,0
PRO001478,GES012164,FAC004593,CLI0107,2024-10-10,2024-10-15,0
PRO001479,GES012173,FAC004597,CLI0052,2025-02-01,2025-02-03,0
PRO001480,GES012179,FAC004599,CLI0114,2025-02-01,2025-02-22,1
PRO001481,GES012190,FAC004604,CLI0169,2024-12-24,2024-12-25,1
PRO001482,GES012204,FAC004607,CLI0049,2024-11-28,2024-11-29,1
PRO001483,GES012210,FAC004608,CLI0053,2025-02-07,2025-03-09,0
PRO001484,GES012222,FAC004610,CLI0122,2025-01-26,2025-02-21,0
PRO001485,GES012225,FAC004610,CLI0122,2025-02-12,2025-02-20,0
PRO001486,GES012227,FAC004610,CLI0122,2025-03-13,2025-03-16,1
PRO001487,GES012228,FAC004612,CLI0090,2024-12-15,2024-12-27,1
PRO001488,GES012252,FAC004622,CLI0085,2024-11-13,2024-12-29,1
PRO001489,GES012266,FAC004627,CLI0085,2024-11-12,2024-11-25,0
PRO001490,GES012275,FAC004630,CLI0002,2025-01-08,2025-01-15,1
PRO001491,GES012282,FAC004632,CLI0013,2024-11-24,2024-12-09,0
PRO001492,GES012286,FAC004632,CLI0013,2024-12-14,2024-12-15,0
PRO001493,GES012303,FAC004641,CLI0087,2024-11-27,2025-01-09,0
PRO001494,GES012308,FAC004641,CLI0087,2025-01-04,2025-01-23,1
PRO001495,GES012313,FAC004646,CLI0162,2024-11-20,2024-12-10,1
PRO001496,GES012319,FAC004648,CLI0030,2024-10-20,2024-11-22,1
PRO001497,GES012333,FAC004653,CLI0134,2024-10-08,2024-11-13,0
PRO001498,GES012334,FAC004654,CLI0199,2024-11-16,2024-12-19,0
PRO001499,GES012337,FAC004654,CLI0199,2024-12-25,2025-01-01,0
PRO001500,GES012342,FAC004655,CLI0005,2024-12-25,2025-01-16,0
PRO001501,GES012359,FAC004663,CLI0164,2024-11-06,2025-01-02,1
PRO001502,GES012362,FAC004663,CLI0164,2024-12-30,2024-12-31,1
PRO001503,GES012369,FAC004666,CLI0024,2024-11-22,2024-12-02,0
PRO001504,GES012370,FAC004666,CLI0024,2024-11-29,2024-12-09,1
PRO001505,GES012376,FAC004670,CLI0092,2025-01-09,2025-02-17,1
PRO001506,GES012377,FAC004670,CLI0092,2025-01-18,2025-01-30,0
PRO001507,GES012386,FAC004672,CLI0105,2025-02-07,2025-02-09,0
PRO001508,GES012387,FAC004673,CLI0108,2024-10-26,2024-11-06,0
PRO001509,GES012393,FAC004675,CLI0128,2024-11-13,2024-11-18,0
PRO001510,GES012396,FAC004677,CLI0199,2024-11-15,2024-12-14,0
PRO001511,GES012407,FAC004682,CLI0131,2024-10-24,2024-12-08,1
PRO001512,GES012420,FAC004688,CLI0051,2024-11-30,2024-12-14,0
PRO001513,GES012425,FAC004692,CLI0194,2024-10-26,2024-11-07,1
PRO001514,GES012429,FAC004693,CLI0026,2024-12-17,2024-12-26,0
PRO001515,GES012433,FAC004695,CLI0086,2025-01-09,2025-02-13,0
PRO001516,GES012450,FAC004700,CLI0045,2025-01-10,2025-01-19,1
PRO001517,GES012452,FAC004701,CLI0054,2024-11-19,2024-12-22,1
PRO001518,GES012455,FAC004701,CLI0054,2024-12-02,2024-12-19,0
PRO001519,GES012459,FAC004702,CLI0105,2024-12-05,2024-12-06,0
PRO001520,GES012469,FAC004706,CLI0143,2024-11-28,2025-02-01,0
PRO001521,GES012490,FAC004713,CLI0013,2024-12-19,2024-12-25,0
PRO001522,GES012496,FAC004714,CLI0086,2025-03-06,2025-03-08,0
PRO001523,GES012498,FAC004714,CLI0086,2025-03-23,2025-04-07,1
PRO001524,GES012526,FAC004721,CLI0031,2024-12-13,2024-12-28,1
PRO001525,GES012547,FAC004729,CLI0127,2024-10-17,2024-11-19,0
PRO001526,GES012559,FAC004731,CLI0143,2024-12-20,2025-01-01,1
PRO001527,GES012560,FAC004732,CLI0163,2024-10-20,2024-12-30,1
PRO001528,GES012583,FAC004740,CLI0197,2024-12-28,2025-01-04,0
PRO001529,GES012587,FAC004742,CLI0139,2024-12-05,2025-01-16,1
PRO001530,GES012598,FAC004746,CLI0051,2024-10-19,2024-12-15,0
PRO001531,GES012610,FAC004749,CLI0150,2025-03-04,2025-03-08,1
PRO001532,GES012611,FAC004750,CLI0195,2025-01-17,2025-02-06,0
PRO001533,GES012615,FAC004750,CLI0195,2025-02-11,2025-02-18,0
PRO001534,GES012616,FAC004750,CLI0195,2025-02-16,2025-02-20,1
PRO001535,GES012625,FAC004753,CLI0013,2025-02-03,2025-05-16,1
PRO001536,GES012626,FAC004753,CLI0013,2025-02-07,2025-04-27,0
PRO001537,GES012649,FAC004758,CLI0088,2025-02-05,2025-02-15,1
PRO001538,GES012659,FAC004761,CLI0179,2025-03-09,2025-03-10,1
PRO001539,GES012660,FAC004762,CLI0181,2025-01-05,2025-01-06,1
PRO001540,GES012688,FAC004777,CLI0197,2024-12-08,2024-12-10,0
PRO001541,GES012705,FAC004779,CLI0045,2025-02-17,2025-02-25,1
PRO001542,GES012709,FAC004780,CLI0107,2024-12-18,2024-12-29,0
PRO001543,GES012715,FAC004784,CLI0108,2024-12-06,2025-01-04,0
PRO001544,GES012719,FAC004788,CLI0020,2025-01-21,2025-01-22,1
PRO001545,GES012723,FAC004790,CLI0044,2025-01-25,2025-02-13,0
PRO001546,GES012730,FAC004791,CLI0077,2025-01-21,2025-02-03,0
PRO001547,GES012755,FAC004796,CLI0189,2025-01-17,2025-01-20,0
PRO001548,GES012760,FAC004797,CLI0001,2025-01-22,2025-03-22,1
PRO001549,GES012796,FAC004811,CLI0121,2025-01-17,2025-02-01,0
PRO001550,GES012807,FAC004818,CLI0066,2024-12-04,2025-02-18,1
PRO001551,GES012808,FAC004818,CLI0066,2024-12-22,2025-02-17,1
PRO001552,GES012810,FAC004818,CLI0066,2024-12-26,2025-02-23,1
PRO001553,GES012825,FAC004822,CLI0122,2025-01-15,2025-01-20,1
PRO001554,GES012834,FAC004826,CLI0192,2025-03-08,2025-04-23,1
PRO001555,GES012838,FAC004826,CLI0192,2025-04-10,2025-04-17,0
PRO001556,GES012864,FAC004835,CLI0020,2025-01-19,2025-01-28,1
PRO001557,GES012869,FAC004836,CLI0042,2025-01-02,2025-01-29,0
PRO001558,GES012877,FAC004837,CLI0050,2025-02-09,2025-05-26,1
PRO001559,GES012902,FAC004846,CLI0009,2024-12-12,2025-01-01,1
PRO001560,GES012904,FAC004846,CLI0009,2024-12-30,2024-12-31,1
PRO001561,GES012908,FAC004851,CLI0076,2025-01-06,2025-01-11,0
PRO001562,GES012914,FAC004852,CLI0088,2025-01-19,2025-01-26,0
PRO001563,GES012921,FAC004853,CLI0115,2025-03-09,2025-03-28,0
PRO001564,GES012932,FAC004859,CLI0018,2025-01-02,2025-01-03,0
PRO001565,GES012934,FAC004861,CLI0038,2024-11-05,2024-12-18,1
PRO001566,GES012943,FAC004863,CLI0115,2025-02-04,2025-02-09,0
PRO001567,GES012972,FAC004874,CLI0065,2024-11-28,2024-12-01,1
PRO001568,GES012978,FAC004877,CLI0026,2025-02-04,2025-03-11,0
PRO001569,GES012987,FAC004879,CLI0037,2025-01-16,2025-01-22,1
PRO001570,GES012998,FAC004883,CLI0136,2025-01-06,2025-01-18,0
PRO001571,GES013001,FAC004883,CLI0136,2025-01-31,2025-03-26,1
PRO001572,GES013004,FAC004884,CLI0186,2025-02-07,2025-03-02,0
PRO001573,GES013012,FAC004888,CLI0154,2024-12-04,2024-12-12,1
PRO001574,GES013015,FAC004889,CLI0170,2024-12-15,2024-12-27,0
PRO001575,GES013019,FAC004892,CLI0079,2025-02-15,2025-02-18,0
PRO001576,GES013021,FAC004892,CLI0079,2025-02-25,2025-03-12,1
PRO001577,GES013026,FAC004895,CLI0105,2025-01-11,2025-01-21,0
PRO001578,GES013031,FAC004896,CLI0127,2024-12-17,2025-02-03,1
PRO001579,GES013040,FAC004897,CLI0186,2024-12-19,2024-12-31,1
PRO001580,GES013060,FAC004905,CLI0104,2025-01-01,2025-01-07,1
PRO001581,GES013061,FAC004906,CLI0118,2024-11-12,2024-12-17,0
PRO001582,GES013064,FAC004909,CLI0189,2025-01-05,2025-01-10,0
PRO001583,GES013068,FAC004911,CLI0075,2024-12-23,2024-12-30,0
PRO001584,GES013072,FAC004911,CLI0075,2025-01-10,2025-02-10,0
PRO001585,GES013080,FAC004913,CLI0095,2025-02-05,2025-02-06,1
PRO001586,GES013098,FAC004917,CLI0002,2024-11-21,2024-12-12,0
PRO001587,GES013102,FAC004917,CLI0002,2025-02-13,2025-02-19,0
PRO001588,GES013108,FAC004918,CLI0006,2025-01-07,2025-01-09,0
PRO001589,GES013111,FAC004919,CLI0018,2025-01-24,2025-02-08,1
PRO001590,GES013113,FAC004920,CLI0037,2025-01-29,2025-02-20,1
PRO001591,GES013115,FAC004920,CLI0037,2025-02-03,2025-02-17,1
PRO001592,GES013118,FAC004922,CLI0076,2024-12-05,2024-12-06,0
PRO001593,GES013138,FAC004930,CLI0193,2025-02-15,2025-02-16,0
PRO001594,GES013159,FAC004936,CLI0113,2025-02-23,2025-02-26,0
PRO001595,GES013204,FAC004952,CLI0187,2024-12-27,2024-12-28,1
PRO001596,GES013205,FAC004952,CLI0187,2024-12-28,2024-12-29,1
PRO001597,GES013212,FAC004957,CLI0108,2025-03-11,2025-03-27,0
PRO001598,GES013215,FAC004957,CLI0108,2025-03-23,2025-03-31,0
PRO001599,GES013217,FAC004957,CLI0108,2025-04-07,2025-04-13,0
PRO001600,GES013220,FAC004958,CLI0165,2024-11-19,2024-12-16,1
PRO001601,GES013225,FAC004959,CLI0182,2025-05-07,2025-05-26,1
PRO001602,GES013236,FAC004962,CLI0085,2025-03-24,2025-03-29,1
PRO001603,GES013241,FAC004963,CLI0088,2025-03-03,2025-03-05,0
PRO001604,GES013247,FAC004964,CLI0127,2025-01-15,2025-01-17,0
PRO001605,GES013248,FAC004965,CLI0169,2024-11-22,2025-02-14,1
PRO001606,GES013249,FAC004965,CLI0169,2025-01-01,2025-02-10,1
PRO001607,GES013260,FAC004967,CLI0001,2024-12-03,2024-12-06,0
PRO001608,GES013263,FAC004967,CLI0001,2025-02-13,2025-05-01,1
PRO001609,GES013269,FAC004968,CLI0128,2025-01-12,2025-02-05,1
PRO001610,GES013273,FAC004970,CLI0062,2025-02-17,2025-02-20,1
PRO001611,GES013295,FAC004975,CLI0043,2025-04-02,2025-04-19,1
PRO001612,GES013297,FAC004975,CLI0043,2025-04-10,2025-04-17,1
PRO001613,GES013298,FAC004976,CLI0081,2024-12-28,2025-01-07,0
PRO001614,GES013301,FAC004976,CLI0081,2025-01-16,2025-02-17,1
PRO001615,GES013321,FAC004980,CLI0077,2025-02-07,2025-02-23,0
PRO001616,GES013322,FAC004980,CLI0077,2025-02-28,2025-03-06,1
PRO001617,GES013327,FAC004981,CLI0120,2025-04-06,2025-04-14,0
PRO001618,GES013367,FAC004995,CLI0081,2025-03-01,2025-04-03,1
PRO001619,GES013370,FAC004999,CLI0195,2024-12-09,2024-12-21,0
PRO001620,GES013381,FAC005006,CLI0061,2025-02-21,2025-02-22,1
PRO001621,GES013406,FAC005014,CLI0026,2025-03-01,2025-03-26,0
PRO001622,GES013443,FAC005020,CLI0065,2025-04-16,2025-04-25,1
PRO001623,GES013450,FAC005023,CLI0095,2025-01-27,2025-02-01,0
PRO001624,GES013463,FAC005031,CLI0070,2025-01-13,2025-01-31,0
PRO001625,GES013471,FAC005032,CLI0071,2025-02-16,2025-02-22,1
PRO001626,GES013480,FAC005034,CLI0088,2025-02-01,2025-02-02,1
PRO001627,GES013489,FAC005038,CLI0200,2024-12-18,2025-01-05,0
PRO001628,GES013496,FAC005041,CLI0074,2025-03-01,2025-04-06,1
PRO001629,GES013508,FAC005042,CLI0102,2025-02-17,2025-03-06,0
PRO001630,GES013513,FAC005043,CLI0128,2025-03-22,2025-03-31,0
PRO001631,GES013515,FAC005043,CLI0128,2025-03-28,2025-04-13,0
PRO001632,GES013516,FAC005047,CLI0095,2025-01-12,2025-01-13,1
PRO001633,GES013517,FAC005049,CLI0117,2025-03-14,2025-04-04,1
PRO001634,GES013519,FAC005049,CLI0117,2025-03-20,2025-03-31,0
PRO001635,GES013530,FAC005054,CLI0036,2025-03-19,2025-03-28,1
PRO001636,GES013533,FAC005057,CLI0127,2025-01-22,2025-01-25,0
PRO001637,GES013536,FAC005058,CLI0139,2025-02-24,2025-02-25,1
PRO001638,GES013544,FAC005061,CLI0012,2025-02-22,2025-02-24,0
PRO001639,GES013574,FAC005072,CLI0042,2025-02-06,2025-02-11,1
PRO001640,GES013585,FAC005077,CLI0020,2025-01-11,2025-01-13,0
PRO001641,GES013591,FAC005081,CLI0116,2025-01-16,2025-04-17,0
PRO001642,GES013602,FAC005085,CLI0163,2025-03-05,2025-03-06,1
PRO001643,GES013608,FAC005087,CLI0036,2025-03-24,2025-04-01,0
PRO001644,GES013621,FAC005090,CLI0062,2025-03-23,2025-03-24,0
PRO001645,GES013623,FAC005091,CLI0073,2025-01-22,2025-02-11,1
PRO001646,GES013624,FAC005091,CLI0073,2025-02-01,2025-02-10,1
PRO001647,GES013626,FAC005093,CLI0138,2025-01-09,2025-01-22,0
PRO001648,GES013645,FAC005104,CLI0122,2024-12-23,2025-03-01,1
PRO001649,GES013647,FAC005104,CLI0122,2025-02-21,2025-02-25,0
PRO001650,GES013658,FAC005108,CLI0175,2025-01-29,2025-02-08,0
PRO001651,GES013675,FAC005113,CLI0074,2025-01-19,2025-03-25,1
PRO001652,GES013690,FAC005117,CLI0143,2025-01-16,2025-01-31,0
PRO001653,GES013691,FAC005117,CLI0143,2025-01-22,2025-02-02,0
PRO001654,GES013700,FAC005125,CLI0052,2025-03-12,2025-03-26,0
PRO001655,GES013701,FAC005127,CLI0073,2025-03-20,2025-04-01,1
PRO001656,GES013707,FAC005131,CLI0175,2025-03-01,2025-03-03,0
PRO001657,GES013709,FAC005133,CLI0002,2024-12-29,2025-05-23,0
PRO001658,GES013716,FAC005134,CLI0025,2025-01-08,2025-01-25,0
PRO001659,GES013737,FAC005141,CLI0167,2025-01-08,2025-01-10,0
PRO001660,GES013743,FAC005144,CLI0008,2025-01-09,2025-02-03,0
PRO001661,GES013767,FAC005150,CLI0151,2024-12-26,2025-03-30,0
PRO001662,GES013768,FAC005150,CLI0151,2025-02-10,2025-04-21,0
PRO001663,GES013784,FAC005154,CLI0190,2024-12-23,2025-01-21,1
PRO001664,GES013790,FAC005155,CLI0001,2025-04-27,2025-06-06,0
PRO001665,GES013809,FAC005159,CLI0036,2025-05-30,2025-06-23,1
PRO001666,GES013815,FAC005161,CLI0052,2025-01-02,2025-02-09,0
PRO001667,GES013818,FAC005161,CLI0052,2025-02-02,2025-02-09,0
PRO001668,GES013823,FAC005162,CLI0077,2025-04-28,2025-04-29,1
PRO001669,GES013840,FAC005172,CLI0034,2025-02-17,2025-02-22,1
PRO001670,GES013851,FAC005174,CLI0114,2025-01-27,2025-03-10,1
PRO001671,GES013853,FAC005175,CLI0162,2025-01-27,2025-02-11,1
PRO001672,GES013858,FAC005176,CLI0170,2025-04-10,2025-06-22,1
PRO001673,GES013878,FAC005182,CLI0062,2025-03-14,2025-04-09,1
PRO001674,GES013879,FAC005183,CLI0145,2025-01-14,2025-01-28,0
PRO001675,GES013901,FAC005188,CLI0121,2025-02-04,2025-03-23,0
PRO001676,GES013903,FAC005189,CLI0138,2025-01-01,2025-03-18,1
PRO001677,GES013923,FAC005194,CLI0040,2025-03-23,2025-05-12,1
PRO001678,GES013925,FAC005194,CLI0040,2025-05-04,2025-05-09,0
PRO001679,GES013941,FAC005203,CLI0070,2025-02-04,2025-03-19,0
PRO001680,GES013948,FAC005204,CLI0095,2025-02-12,2025-04-14,0
PRO001681,GES013950,FAC005204,CLI0095,2025-04-07,2025-04-08,0
PRO001682,GES013952,FAC005204,CLI0095,2025-04-15,2025-04-18,0
PRO001683,GES013960,FAC005206,CLI0105,2025-05-05,2025-05-08,0
PRO001684,GES013961,FAC005206,CLI0105,2025-05-06,2025-05-07,0
PRO001685,GES013962,FAC005207,CLI0139,2025-03-18,2025-04-16,0
PRO001686,GES013964,FAC005207,CLI0139,2025-04-05,2025-05-03,1
PRO001687,GES013966,FAC005207,CLI0139,2025-04-18,2025-04-25,0
PRO001688,GES013971,FAC005208,CLI0160,2025-04-29,2025-05-28,1
PRO001689,GES013985,FAC005212,CLI0051,2025-03-30,2025-04-04,0
PRO001690,GES013986,FAC005212,CLI0051,2025-04-03,2025-04-05,0
PRO001691,GES013987,FAC005212,CLI0051,2025-04-06,2025-04-07,0
PRO001692,GES013990,FAC005213,CLI0055,2025-03-19,2025-03-20,1
PRO001693,GES014005,FAC005220,CLI0140,2025-03-23,2025-03-24,1
PRO001694,GES014017,FAC005224,CLI0003,2024-12-26,2025-03-20,0
PRO001695,GES014027,FAC005227,CLI0094,2025-03-29,2025-04-23,1
PRO001696,GES014029,FAC005228,CLI0157,2025-01-15,2025-01-19,0
PRO001697,GES014050,FAC005236,CLI0108,2025-03-01,2025-03-21,1
PRO001698,GES014054,FAC005238,CLI0127,2025-02-26,2025-03-19,1
PRO001699,GES014055,FAC005238,CLI0127,2025-03-15,2025-03-16,0
PRO001700,GES014063,FAC005246,CLI0035,2025-01-13,2025-01-15,0
PRO001701,GES014070,FAC005247,CLI0108,2025-02-23,2025-02-25,0
PRO001702,GES014071,FAC005248,CLI0160,2025-02-03,2025-02-09,0
PRO001703,GES014072,FAC005248,CLI0160,2025-03-27,2025-03-30,0
PRO001704,GES014075,FAC005250,CLI0026,2025-01-05,2025-01-19,0
PRO001705,GES014082,FAC005250,CLI0026,2025-04-29,2025-05-16,0
PRO001706,GES014084,FAC005250,CLI0026,2025-05-08,2025-05-29,1
PRO001707,GES014085,FAC005251,CLI0029,2025-01-16,2025-02-19,0
PRO001708,GES014092,FAC005253,CLI0113,2025-03-14,2025-06-12,1
PRO001709,GES014094,FAC005253,CLI0113,2025-04-03,2025-05-09,0
PRO001710,GES014098,FAC005254,CLI0137,2025-01-29,2025-03-21,1
PRO001711,GES014104,FAC005256,CLI0020,2025-03-02,2025-03-25,0
PRO001712,GES014110,FAC005260,CLI0136,2025-03-05,2025-04-07,0
PRO001713,GES014138,FAC005273,CLI0135,2025-01-06,2025-02-15,0
PRO001714,GES014144,FAC005275,CLI0010,2025-03-27,2025-04-18,0
PRO001715,GES014159,FAC005282,CLI0075,2025-03-10,2025-03-20,0
PRO001716,GES014166,FAC005285,CLI0134,2025-03-02,2025-03-13,0
PRO001717,GES014169,FAC005288,CLI0197,2025-01-09,2025-02-12,1
PRO001718,GES014172,FAC005289,CLI0009,2025-02-11,2025-02-12,0
PRO001719,GES014178,FAC005290,CLI0066,2025-05-18,2025-05-19,1
PRO001720,GES014181,FAC005292,CLI0085,2025-04-03,2025-04-04,1
PRO001721,GES014188,FAC005297,CLI0023,2025-04-01,2025-04-18,1
PRO001722,GES014199,FAC005301,CLI0008,2025-01-20,2025-02-01,0
PRO001723,GES014225,FAC005304,CLI0070,2025-03-29,2025-05-12,0
PRO001724,GES014236,FAC005305,CLI0098,2025-01-29,2025-02-03,1
PRO001725,GES014239,FAC005306,CLI0145,2025-04-10,2025-07-23,1
PRO001726,GES014242,FAC005306,CLI0145,2025-04-28,2025-07-18,1
PRO001727,GES014250,FAC005308,CLI0170,2025-04-12,2025-05-13,1
PRO001728,GES014253,FAC005312,CLI0042,2025-02-08,2025-04-18,0
PRO001729,GES014254,FAC005312,CLI0042,2025-03-30,2025-05-08,0
PRO001730,GES014256,FAC005312,CLI0042,2025-04-19,2025-04-28,0
PRO001731,GES014263,FAC005314,CLI0001,2025-06-18,2025-07-07,0
PRO001732,GES014268,FAC005315,CLI0026,2025-02-22,2025-03-27,0
PRO001733,GES014275,FAC005317,CLI0037,2025-05-01,2025-05-30,0
PRO001734,GES014278,FAC005317,CLI0037,2025-06-14,2025-06-22,0
PRO001735,GES014292,FAC005327,CLI0063,2025-01-11,2025-05-31,1
PRO001736,GES014299,FAC005327,CLI0063,2025-05-08,2025-05-25,0
PRO001737,GES014300,FAC005327,CLI0063,2025-05-26,2025-05-28,0
PRO001738,GES014305,FAC005330,CLI0012,2025-04-20,2025-04-29,0
PRO001739,GES014320,FAC005334,CLI0126,2025-02-20,2025-03-16,1
PRO001740,GES014324,FAC005336,CLI0168,2025-04-14,2025-04-16,0
PRO001741,GES014326,FAC005337,CLI0179,2025-02-17,2025-04-27,1
